identifier,matching_objects,image_thumb,image_small,object-type,title,"creator (Lastname, Firstname; Lastname, Firstname)","recipient (Lastname, Firstname; Lastname, Firstname)",date (yyyy-mm-dd or yyyy-mm or yyyy),"date is approximate? (yes, or blank)",description (1-3 sentences),"subject (subject1; subject2)
in most cases, aim for 3 or more subjects, but less is okay
controlled vocab lookup: https://www.getty.edu/research/tools/vocabularies/aat/","associated names (Lastname, Firstname; Lastname, Firstname)","location 1 (City, State)","latitude / longitude 1 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","location 2 (City, State)","latitude / longitude 2 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","doc length x width l""xw""",cabinet,drawer,box,bag,"type (biface, projectile point, etc.)",material,material source,length (mm),width (mm),thickness (mm),weight (g),count,source,"original format (i.e. letter, newspaper clipping, artifact, etc.)",type,"language
code lookup: http://www.loc.gov/standards/iso639-2/php/code_list.php",rights (before 1926 = no copyright; after 1926 or not sure = in copyright),student initials,"publish? (no, or blank)","GGOI? (yes, or blank"
CE_CA_D2_1400_model,CE_CA_D2_1400_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1400_model,CE_CA_D2_1400_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1402_model,CE_CA_D2_1402_model.jpg,thumbs/ce_ca_d2_1402_model_th.jpg,small/ce_ca_d2_1402_model_sm.jpg,3D,Ce.1402 Model,Indigenous,N/A,N/A,N/A,Adze resharpening flake from Belize made using the orange peel method. Probably dates to the middle-preclassic (ca. 1200-400 BP).,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,debitage,flint,N/A,100.18,24.52,34.11,62,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1402_model,CE_CA_D2_1402_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1402_model,CE_CA_D2_1402_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1402_model,CE_CA_D2_1402_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1402_model,CE_CA_D2_1402_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1405_model,CE_CA_D2_1405_model.jpg,thumbs/ce_ca_d2_1405_model_th.jpg,small/ce_ca_d2_1405_model_sm.jpg,3D,Ce.1405 Model,Indigenous,N/A,N/A,N/A,N/A,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,biface,flint,N/A,89.81,36.36,14.41,47.5,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1405_model,CE_CA_D2_1405_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1405_model,CE_CA_D2_1405_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1405_model,CE_CA_D2_1405_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1405_model,CE_CA_D2_1405_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1406_model,CE_CA_D2_1406_model.jpg,thumbs/ce_ca_d2_1406_model_th.jpg,small/ce_ca_d2_1406_model_sm.jpg,3D,Ce.1406 Model,Indigenous,N/A,N/A,N/A,percussion,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,debitage,flint,N/A,104.66,34.85,9.94,25.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1406_model,CE_CA_D2_1406_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1406_model,CE_CA_D2_1406_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1406_model,CE_CA_D2_1406_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1406_model,CE_CA_D2_1406_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1441_model,CE_CA_D2_1441_model.jpg,thumbs/ce_ca_d2_1441_model_th.jpg,small/ce_ca_d2_1441_model_sm.jpg,3D,Ce.1441 Model,Indigenous,N/A,30000-45000 BP,yes,"Gifted to Donald E. Crabtree from Professor Shoichi Yoshizaki, c/o Dept. of Kyoto-bu, Hokkaido University, Sapporo-shi, Hokkaido, Japan.
Early Paleolithic about 30,000-45,000 years ago, from Okubo site, Tochigi-prefecture, Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,53.90,33.10,15.07,34.1,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1441_model,CE_CA_D2_1441_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1441_model,CE_CA_D2_1441_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1441_model,CE_CA_D2_1441_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1441_model,CE_CA_D2_1441_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1442_model,CE_CA_D2_1442_model.jpg,thumbs/ce_ca_d2_1442_model_th.jpg,small/ce_ca_d2_1442_model_sm.jpg,3D,Ce.1442,Indigenous,N/A,40000-50000 BP,yes,"Gifted to Donald E. Crabtree from Professor Shoichi Yoshizaki, c/o Dept. of Kyoto-bu, Hokkaido University, Sapporo-shi, Hokkaido, Japan. Early Paleolithic about 40,000-50,000 years old from Tochigi-prefecture, Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,59.14,45.05,23.87,63.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1442_model,CE_CA_D2_1442_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1442_model,CE_CA_D2_1442_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1442_model,CE_CA_D2_1442_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1442_model,CE_CA_D2_1442_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1443_model,CE_CA_D2_1443_model.jpg,thumbs/ce_ca_d2_1443_model_th.jpg,small/ce_ca_d2_1443_model_sm.jpg,3D,Ce.1443 Model,Indigenous,N/A,40000-50000 BP,yes,"Gifted to Donald E. Crabtree from Professor Shoichi Yoshizaki, c/o Dept. of Kyoto-bu, Hokkaido University, Sapporo-shi, Hokkaido, Japan. Early Paleolithic about 40,000-50,000 years old from Tochigi-prefecture, Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,34.35,26.20,6.78,5.57,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1443_model,CE_CA_D2_1443_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1443_model,CE_CA_D2_1443_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1443_model,CE_CA_D2_1443_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1443_model,CE_CA_D2_1443_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1444_model,CE_CA_D2_1444_model.jpg,thumbs/ce_ca_d2_1444_model_th.jpg,small/ce_ca_d2_1444_model_sm.jpg,3D,Ce.1444 Model,Indigenous,N/A,40000-50000 BP,yes,"Gifted to Donald E. Crabtree from Professor Shoichi Yoshizaki, c/o Dept. of Kyoto-bu, Hokkaido University, Sapporo-shi, Hokkaido, Japan. Early Paleolithic about 40,000-50,000 years old from Okubo site, Tochigi-prefecture, Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,52.77,31.34,18.96,28.89,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,CD,no,
CE_CA_D2_1444_model,CE_CA_D2_1444_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1444_model,CE_CA_D2_1444_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1444_model,CE_CA_D2_1444_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1444_model,CE_CA_D2_1444_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1445_model,CE_CA_D2_1445_model.jpg,thumbs/ce_ca_d2_1445_model_th.jpg,small/ce_ca_d2_1445_model_sm.jpg,3D,Ce.1445 Model,Indigenous,N/A,40000-50000 BP,yes,"Gifted to Donald E. Crabtree from Professor Shoichi Yoshizaki, c/o Dept. of Kyoto-bu, Hokkaido University, Sapporo-shi, Hokkaido, Japan. Early Paleolithic about 40,000-50,000 years ago from Amidagi site. Akita-prefecture, northern part of Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,flint,N/A,102.76,77.49,20.3,149.7,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,CD,no,
CE_CA_D2_1445_model,CE_CA_D2_1445_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1445_model,CE_CA_D2_1445_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1445_model,CE_CA_D2_1445_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1445_model,CE_CA_D2_1445_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1446_model,CE_CA_D2_1446_model.jpg,thumbs/ce_ca_d2_1446_model_th.jpg,small/ce_ca_d2_1446_model_sm.jpg,3D,Ce.1445,Indigenous,N/A,4000-5000 BP,yes,"Jomon Age about 5000-4000 years ago from Matsushima-machi, Miyagi-prefecture, northern part of Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,35.19,32.81,8.11,11.1,1,Donald E. Crabtree Lithic Comparative Collection,,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1446_model,CE_CA_D2_1446_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1446_model,CE_CA_D2_1446_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1446_model,CE_CA_D2_1446_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1446_model,CE_CA_D2_1446_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1447_model,CE_CA_D2_1447_model.jpg,thumbs/ce_ca_d2_1447_model_th.jpg,small/ce_ca_d2_1447_model_sm.jpg,3D,Ce.1447 Model,Indigenous,N/A,4000-5000 BP,yes,"Jomon Age about 5000-4000 years ago from Matsushima-machi, Miyagi-prefecture, northern part of Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,38.21,19.07,5.96,4.40,1,Donald E. Crabtree Lithic Comparative Collection,,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1447_model,CE_CA_D2_1447_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1447_model,CE_CA_D2_1447_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1447_model,CE_CA_D2_1447_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1447_model,CE_CA_D2_1447_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1449_model,CE_CA_D2_1449_model.jpg,thumbs/ce_ca_d2_1449_model_th.jpg,small/ce_ca_d2_1449_model_sm.jpg,3D,Ce.1449 Model,Indigenous,N/A,40000-50000 BP,yes,"Gifted to Donald E. Crabtree from Professor Shoichi Yoshizaki, c/o Dept. of Kyoto-bu, Hokkaido University, Sapporo-shi, Hokkaido, Japan. Early Paleolithic about 40,000-50,000 years ago, from Okubo site, northern part of Honshu, Japan.",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,N/a,N/A,28.17,17.11,9.57,4.51,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1449_model,CE_CA_D2_1449_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1449_model,CE_CA_D2_1449_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1449_model,CE_CA_D2_1449_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1449_model,CE_CA_D2_1449_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1733_model,CE_CA_D2_1733_model.jpg,thumbs/ce_ca_d2_1733_model_th.jpg,small/ce_ca_d2_1733_model_sm.jpg,3D,Ce.1733 Model,Indigenous,N/A,N/A,N/A,Gifted to Donald E. Crabtree from a paleo-Indian site in New York by Michael F. Laccetti in 1978. Catalog numbers Ce1733-1755 are all associated.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,cryptocrystalline silicate,N/A,26.78,25.92,8.31,4.8,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1733_model,CE_CA_D2_1733_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1733_model,CE_CA_D2_1733_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1733_model,CE_CA_D2_1733_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1733_model,CE_CA_D2_1733_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1753_model,CE_CA_D2_1753_model.jpg,thumbs/ce_ca_d2_1753_model_th.jpg,small/ce_ca_d2_1753_model_sm.jpg,3D,Ce.1753 Model,Indigenous,N/A,N/A,N/A,Gifted to Donald E. Crabtree from a paleo-Indian site in New York by Michael F. Laccetti in 1978. Catalog numbers Ce1733-1755 are all associated.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,comparative piece,cryptocrystalline silicate,N/A,74.37,63.78,19.35,68.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1753_model,CE_CA_D2_1753_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1753_model,CE_CA_D2_1753_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1753_model,CE_CA_D2_1753_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1753_model,CE_CA_D2_1753_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D1_10160-a,CE_CB_D1_10160-a.jpg,thumbs/ce_cb_d1_10160-a_th.jpg,small/ce_cb_d1_10160-a_sm.jpg,jpg,Ce.10160,,N/A,N/A,N/A,,cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,1,N/A,N/A,,,,,,,,14,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CB_D1_10160-b,CE_CB_D1_10160-b.jpg,thumbs/ce_cb_d1_10160-b_th.jpg,small/ce_cb_d1_10160-b_sm.jpg,jpg,Ce.10160,N/A,N/A,N/A,N/A,,cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,1,N/A,N/A,,,,,,,,14,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CB_D4_1401_model,CE_CB_D4_1401_model.stl,,,3D,Ce.1401 Model,Indigenous,N/A,N/A,N/A,An example of an orange peel flake created by adze resharpening. This artifact is from Belize and was created by an unknown Indigenous creator. For more information visit: https://anthropologylabtemple.wordpress.com/2013/01/01/orange-peel-flakes-and-a-look-at-colha-belize/,cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,4,N/A,N/A,debitage,flint,N/A,101.53,30.16,18.02,53.7,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CB_D4_8163_model,CE_CB_D4_8163_model.jpg,thumbs/ce_cb_d4_8163_model_th.jpg,small/ce_cb_d4_8163_model_sm.jpg,3D,Ce.8162 Model,Indigenous,N/A,N/A,N/A,unknown data,cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,4,N/A,N/A,biface,cryptocrystalline silicate,N/A,68.34,33.57,11.89,23.2,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CB_D4_8163_model,CE_CB_D4_8163_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8163_model,CE_CB_D4_8163_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8163_model,CE_CB_D4_8163_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8163_model,CE_CB_D4_8163_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8591_model,CE_CB_D4_8591_model.jpg,thumbs/ce_cb_d4_8591_model_th.jpg,small/ce_cb_d4_8591_model_sm.jpg,3D,Ce.8591 Model,Indigenous,N/A,N/A,N/A,no contextual information,cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,4,N/A,N/A,biface,cryptocrystalline silicate,N/A,57.68,38.85,10.04,25.0,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CB_D4_8591_model,CE_CB_D4_8591_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8591_model,CE_CB_D4_8591_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8591_model,CE_CB_D4_8591_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_8591_model,CE_CB_D4_8591_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9035_model,CE_CB_D4_9035_model.jpg,thumbs/ce_cb_d4_9035_model_th.jpg,small/ce_cb_d4_9035_model_sm.jpg,3D,Ce.9035 Model,Indigenous,N/A,N/A,N/A,"heat treated, no contextual data",cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,4,N/A,N/A,biface,cryptocrystalline silicate,N/A,78.69,52.06,9.61,44.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CB_D4_9035_model,CE_CB_D4_9035_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9035_model,CE_CB_D4_9035_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9035_model,CE_CB_D4_9035_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9035_model,CE_CB_D4_9035_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9559_model,CE_CB_D4_9559_model.jpg,thumbs/ce_cb_d4_9559_model_th.jpg,small/ce_cb_d4_9559_model_sm.jpg,3D,Ce.9559 Model,Indigenous,N/A,N/A,N/A,w/no data,cultural artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,B,4,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,72.29,39.41,9.10,24.8,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CB_D4_9559_model,CE_CB_D4_9559_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9559_model,CE_CB_D4_9559_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9559_model,CE_CB_D4_9559_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CB_D4_9559_model,CE_CB_D4_9559_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CC_D2_3617-a,CE_CC_D2_3617-a.jpg,thumbs/ce_cc_d2_3617-a_th.jpg,small/ce_cc_d2_3617-a_sm.jpg,jpg,Ce.3617,"Crabtree, Donald ""Don"" E.",N/A,N/A,N/A,"A point created by an unknown Indigenous creator and then fluted by Donald E. Crabtree. Ce 3617A - point; Ce 3617B - channel flake, distal end; Ce 3617B - channel flake, proximal end. The original catalogue number can be read if the two pieces of the channel flake are reassembled. The point was broken during removal of the channel flake.",experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,C,2,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,,,,7.6,3,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CC_D2_3617-b,CE_CC_D2_3617-b.jpg,thumbs/ce_cc_d2_3617-b_th.jpg,small/ce_cc_d2_3617-b_sm.jpg,jpg,Ce.3617,"Crabtree, Donald ""Don"" E.",N/A,N/A,N/A,"A point created by an unknown Indigenous creator and then fluted by Donald E. Crabtree. Ce 3617A - point; Ce 3617B - channel flake, distal end; Ce 3617B - channel flake, proximal end. The original catalogue number can be read if the two pieces of the channel flake are reassembled. The point was broken during removal of the channel flake.",experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,C,2,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,,,,7.6,3,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D2_8560_model,CE_CD_D2_8560_model.jpg,thumbs/ce_cd_d2_8560_model_th.jpg,small/ce_cd_d2_8560_model_sm.jpg,3D,Ce.8560 Model,Indigenous,N/A,N/A,N/A,"biface, no contextual data",experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,2,N/A,N/A,awl,cryptocrystalline silicate,N/A,83.41,46.03,13.25,30.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D2_8560_model,CE_CD_D2_8560_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CD_D2_8560_model,CE_CD_D2_8560_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CD_D2_8560_model,CE_CD_D2_8560_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CD_D2_8560_model,CE_CD_D2_8560_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CD_D6_2379-a,CE_CD_D6_2379-a.jpg,thumbs/ce_cd_d6_2379-a_th.jpg,small/ce_cd_d6_2379-a_sm.jpg,jpg,Ce.2379,,N/A,N/A,N/A,,experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,6,N/A,N/A,biface,obsidian,N/A,,,,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D6_2379-b,CE_CD_D6_2379-b.jpg,thumbs/ce_cd_d6_2379-b_th.jpg,small/ce_cd_d6_2379-b_sm.jpg,jpg,Ce.2379,,N/A,N/A,N/A,,experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,6,N/A,N/A,biface,obsidian,N/A,,,,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D6_2380-a,CE_CD_D6_2380-a.jpg,thumbs/ce_cd_d6_2380-a_th.jpg,small/ce_cd_d6_2380-a_sm.jpg,jpg,Ce.2380,,N/A,1940,yes,,experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,6,N/A,N/A,biface,obsidian,N/A,,,,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D6_2380-b,CE_CD_D6_2380-b.jpg,thumbs/ce_cd_d6_2380-b_th.jpg,small/ce_cd_d6_2380-b_sm.jpg,jpg,Ce.2380,,N/A,1940,yes,,experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,6,N/A,N/A,biface,obsidian,N/A,,,,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D7_10147-a,CE_CD_D7_10147-a.jpg,thumbs/ce_cd_d7_10147-a_th.jpg,small/ce_cd_d7_10147-a_sm.jpg,jpg,Ce.10147,,N/A,N/A,N/A,"Modified on the dorsal surface on all margins, may be the missing Ce 646",experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,7,N/A,N/A,blade,obsidian,"Glass Butte, Oregon",,,,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
CE_CD_D7_10147-b,CE_CD_D7_10147-b.jpg,thumbs/ce_cd_d7_10147-b_th.jpg,small/ce_cd_d7_10147-b_sm.jpg,jpg,Ce.10147,,N/A,N/A,N/A,"Modified on the dorsal surface on all margins, may be the missing Ce 646",experimental artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,D,7,N/A,N/A,blade,obsidian,"Glass Butte, Oregon",,,,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,Image;StillImage,,,AF,no,
